"","Primary Type","Location Description","Arrest","Domestic","District","Hour","DayofWeek"
"12349","Damage","Street","No","No","25","20","Monday"
"12350","Damage","Residential","No","Yes","16","10","Saturday"
"12351","Trespass","Business/Retail/Resturant","Yes","No","22","18","Saturday"
"12352","Other","Residential","No","Yes","16","13","Monday"
"12353","Battery","Other","No","Yes","7","17","Sunday"
"12354","Drugs/Alcohol","Street","Yes","No","6","11","Saturday"
"12355","Theft","Business/Retail/Resturant","No","No","1","8","Tuesday"
"12356","Battery","Residential","Yes","Yes","6","0","Saturday"
"12357","Burglary","Residential","No","No","16","20","Thursday"
"12358","Theft","Residential","No","No","7","22","Thursday"
"12359","Assault","Street","Yes","No","1","17","Tuesday"
"12360","Assault","Street","No","No","7","21","Sunday"
"12361","Theft","Street","No","No","11","22","Sunday"
"12362","Other","Residential","Yes","No","3","15","Monday"
"12363","Theft","Street","No","No","1","10","Wednesday"
"12364","Theft","Street","No","No","12","23","Saturday"
"12365","Theft","Street","No","No","8","16","Thursday"
"12366","Homicide","Vehicle/Boat","No","No","14","2","Saturday"
"12367","Assault","Residential","No","No","16","20","Sunday"
"12368","Fraud","Residential","No","No","3","6","Thursday"
"12369","Theft","Residential","No","No","25","17","Friday"
"12370","Disturbing the Peace","Street","Yes","No","5","9","Thursday"
"12371","Theft","Street","No","No","1","22","Friday"
"12372","Assault","Street","No","No","6","19","Monday"
"12373","Drugs/Alcohol","Residential","Yes","No","17","21","Thursday"
"12374","Other","Business/Retail/Resturant","No","No","3","10","Thursday"
"12375","Damage","Street","No","No","2","21","Thursday"
"12376","Theft","Street","No","No","17","19","Tuesday"
"12377","Trespass","Business/Retail/Resturant","Yes","No","11","20","Saturday"
"12378","Fraud","Residential","No","No","16","9","Monday"
"12379","Battery","Business/Retail/Resturant","No","No","2","13","Sunday"
"12380","Burglary","Business/Retail/Resturant","No","No","22","4","Sunday"
"12381","Trespass","Residential","No","No","24","1","Thursday"
"12382","Disturbing the Peace","Residential","No","No","12","22","Wednesday"
"12383","Other","Street","No","No","8","15","Thursday"
"12384","Theft","Business/Retail/Resturant","No","No","1","13","Monday"
"12385","Other","Government Building/Land","No","No","6","22","Tuesday"
"12386","Auto Theft","Street","No","No","3","8","Friday"
"12387","Other","Residential","No","Yes","2","12","Sunday"
"12388","Sexual","Medical/Hospital","No","No","8","11","Monday"
"12389","Fraud","Business/Retail/Resturant","No","No","19","15","Monday"
"12390","Theft","Business/Retail/Resturant","No","No","1","13","Wednesday"
"12391","Fraud","Business/Retail/Resturant","No","No","18","13","Tuesday"
"12392","Weapons","Street","Yes","No","22","10","Monday"
"12393","Battery","Residential","No","Yes","6","3","Saturday"
"12394","Theft","Street","No","No","19","15","Wednesday"
"12395","Damage","Business/Retail/Resturant","No","No","11","2","Wednesday"
"12396","Theft","Residential","No","No","8","21","Monday"
"12397","Theft","Other","No","No","1","15","Sunday"
"12398","Battery","Residential","Yes","Yes","25","4","Saturday"
"12399","Other","Vehicle/Boat","No","No","16","2","Sunday"
"12400","Damage","Street","Yes","No","7","22","Tuesday"
"12401","Battery","Street","No","Yes","3","17","Monday"
"12402","Theft","Street","No","No","11","13","Wednesday"
"12403","Burglary","Residential","No","No","8","11","Tuesday"
"12404","Theft","Residential","No","No","24","11","Tuesday"
"12405","Theft","Residential","No","No","9","13","Wednesday"
"12406","Theft","Business/Retail/Resturant","No","No","19","21","Wednesday"
"12407","Theft","Business/Retail/Resturant","No","No","2","13","Saturday"
"12408","Drugs/Alcohol","Street","Yes","No","8","12","Sunday"
"12409","Trespass","Residential","Yes","No","2","17","Monday"
"12410","Battery","Street","No","No","12","2","Sunday"
"12411","Battery","Residential","No","No","2","12","Tuesday"
"12412","Theft","Street","No","No","14","10","Friday"
"12413","Auto Theft","Street","No","No","16","18","Wednesday"
"12414","Damage","Medical/Hospital","No","No","4","5","Thursday"
"12415","Weapons","Street","No","No","6","17","Saturday"
"12416","Damage","Street","No","No","17","21","Tuesday"
"12417","Drugs/Alcohol","Street","Yes","No","7","22","Sunday"
"12418","Other","Residential","No","Yes","4","10","Saturday"
"12419","Trespass","Other","Yes","No","10","10","Wednesday"
"12420","Theft","Residential","No","No","1","14","Thursday"
"12421","Theft","Street","No","No","15","8","Monday"
"12422","Battery","Street","No","No","3","9","Monday"
"12423","Drugs/Alcohol","Street","Yes","No","11","13","Wednesday"
"12424","Auto Theft","Street","No","No","17","9","Wednesday"
"12425","Damage","Residential","No","No","22","8","Sunday"
"12426","Assault","Residential","Yes","Yes","14","12","Sunday"
"12427","Assault","Business/Retail/Resturant","No","No","2","14","Tuesday"
"12428","Fraud","Residential","No","No","18","17","Friday"
"12429","Assault","Residential","No","No","7","21","Monday"
"12430","Theft","Vehicle/Boat","No","No","18","9","Monday"
"12431","Theft","Residential","No","No","8","20","Saturday"
"12432","Auto Theft","Street","No","No","10","5","Thursday"
"12433","Theft","Street","No","No","14","1","Saturday"
"12434","Other","Street","Yes","No","8","21","Saturday"
"12435","Theft","Street","No","No","11","10","Tuesday"
"12436","Battery","Residential","No","Yes","24","22","Saturday"
"12437","Robbery","Street","No","No","2","21","Saturday"
"12438","Damage","Street","No","No","8","1","Saturday"
"12439","Theft","School/College","No","No","10","7","Thursday"
"12440","Damage","Street","No","No","8","0","Sunday"
"12441","Burglary","Residential","No","No","25","19","Thursday"
"12442","Theft","Other","No","No","1","18","Monday"
"12443","Disturbing the Peace","Government Building/Land","Yes","No","10","2","Wednesday"
"12444","Theft","Business/Retail/Resturant","Yes","No","6","13","Thursday"
"12445","Burglary","Residential","No","No","20","10","Tuesday"
"12446","Burglary","Residential","No","No","5","18","Wednesday"
"12447","Theft","Business/Retail/Resturant","No","No","18","14","Saturday"
"12448","Trespass","Business/Retail/Resturant","Yes","No","17","16","Sunday"
"12449","Theft","Residential","No","No","12","11","Thursday"
"12450","Assault","Residential","Yes","No","7","9","Saturday"
"12451","Drugs/Alcohol","Street","Yes","No","3","9","Thursday"
"12452","Assault","Street","No","Yes","18","0","Thursday"
"12453","Robbery","Street","No","No","6","16","Saturday"
"12454","Battery","Street","Yes","No","4","5","Tuesday"
"12455","Burglary","Residential","No","No","11","18","Thursday"
"12456","Theft","Business/Retail/Resturant","No","No","5","19","Monday"
"12457","Other","Residential","No","No","4","15","Saturday"
"12458","Burglary","Residential","No","No","22","1","Tuesday"
"12459","Auto Theft","Street","No","No","12","7","Tuesday"
"12460","Assault","Street","Yes","No","1","15","Tuesday"
"12461","Battery","Residential","No","Yes","5","11","Saturday"
"12462","Battery","Residential","No","Yes","10","18","Friday"
"12463","Theft","Business/Retail/Resturant","Yes","No","6","13","Sunday"
"12464","Assault","Business/Retail/Resturant","No","No","9","17","Saturday"
"12465","Drugs/Alcohol","Street","Yes","No","17","21","Friday"
"12466","Theft","Residential","No","Yes","25","11","Thursday"
"12467","Damage","Residential","No","No","18","20","Tuesday"
"12468","Other","Street","No","No","3","22","Saturday"
"12469","Other","Residential","Yes","No","6","20","Wednesday"
"12470","Theft","Business/Retail/Resturant","No","No","17","14","Friday"
"12471","Battery","Residential","Yes","Yes","12","4","Friday"
"12472","Theft","Street","No","No","1","16","Thursday"
"12473","Assault","School/College","Yes","No","7","11","Monday"
"12474","Battery","Residential","No","Yes","10","10","Friday"
"12475","Robbery","Street","No","No","7","22","Saturday"
"12476","Burglary","Residential","No","No","12","12","Saturday"
"12477","Trespass","Public Transportation","Yes","No","9","12","Monday"
"12478","Disturbing the Peace","Street","Yes","No","3","19","Tuesday"
"12479","Assault","Residential","No","No","17","18","Friday"
"12480","Battery","Residential","Yes","Yes","17","8","Sunday"
"12481","Battery","Street","Yes","Yes","22","8","Friday"
"12482","Burglary","Business/Retail/Resturant","No","No","8","14","Friday"
"12483","Battery","Residential","Yes","Yes","15","17","Monday"
"12484","Theft","Vehicle/Boat","No","No","16","22","Monday"
"12485","Theft","Street","No","No","24","8","Monday"
"12486","Robbery","Street","No","No","10","7","Monday"
"12487","Other","Residential","No","No","5","15","Friday"
"12488","Damage","Other","No","No","16","20","Thursday"
"12489","Theft","Street","No","No","1","12","Saturday"
"12490","Theft","Business/Retail/Resturant","No","No","4","8","Tuesday"
"12491","Fraud","Residential","No","No","6","13","Tuesday"
"12492","Fraud","Residential","No","No","12","0","Monday"
"12493","Theft","Other","No","No","1","19","Monday"
"12494","Battery","Residential","No","Yes","11","16","Sunday"
"12495","Weapons","Street","Yes","No","4","15","Thursday"
"12496","Battery","Residential","No","Yes","19","11","Friday"
"12497","Robbery","Public Transportation","No","No","4","5","Thursday"
"12498","Damage","Residential","No","No","6","15","Monday"
"12499","Auto Theft","Street","No","No","17","19","Sunday"
"12500","Other","Street","No","Yes","3","20","Sunday"
"12501","Damage","Residential","No","No","6","18","Tuesday"
"12502","Assault","Residential","No","No","5","14","Sunday"
"12503","Theft","Street","No","No","24","16","Tuesday"
"12504","Assault","Other","No","No","3","9","Monday"
"12505","Fraud","Other","No","No","1","12","Friday"
"12506","Theft","Business/Retail/Resturant","No","No","8","15","Saturday"
"12507","Fraud","Residential","No","No","6","15","Thursday"
"12508","Battery","Residential","Yes","No","11","21","Thursday"
"12509","Battery","Residential","No","Yes","25","15","Sunday"
"12510","Battery","Street","No","No","7","4","Saturday"
"12511","Theft","Other","No","No","25","11","Wednesday"
"12512","Damage","Residential","No","No","16","9","Sunday"
"12513","Drugs/Alcohol","Street","Yes","No","10","14","Tuesday"
"12514","Assault","Airport","No","No","16","20","Monday"
"12515","Battery","Residential","No","Yes","6","3","Wednesday"
"12516","Assault","Residential","No","Yes","20","22","Sunday"
"12517","Trespass","Residential","No","No","19","1","Sunday"
"12518","Trespass","Medical/Hospital","Yes","No","5","7","Wednesday"
"12519","Other","Street","Yes","No","6","15","Monday"
"12520","Drugs/Alcohol","Street","Yes","No","11","11","Friday"
"12521","Auto Theft","Business/Retail/Resturant","No","No","11","16","Tuesday"
"12522","Theft","Residential","No","No","9","11","Thursday"
"12523","Battery","Street","No","No","24","1","Wednesday"
"12524","Drugs/Alcohol","Street","Yes","No","19","3","Friday"
"12525","Other","Other","Yes","Yes","8","16","Friday"
"12526","Fraud","Residential","No","No","24","12","Sunday"
"12527","Battery","Street","No","No","11","9","Tuesday"
"12528","Assault","Residential","No","Yes","8","20","Friday"
"12529","Theft","Other","Yes","No","12","14","Thursday"
"12530","Theft","Residential","No","Yes","3","10","Wednesday"
"12531","Damage","Street","No","No","24","23","Sunday"
"12532","Theft","Business/Retail/Resturant","No","No","7","12","Monday"
"12533","Battery","Public Transportation","No","No","1","20","Friday"
"12534","Damage","Street","No","Yes","4","17","Friday"
"12535","Damage","Residential","No","No","15","0","Monday"
"12536","Damage","Residential","No","No","5","12","Monday"
"12537","Auto Theft","Street","No","No","10","11","Saturday"
"12538","Damage","Street","No","Yes","22","16","Tuesday"
"12539","Sexual","Residential","No","Yes","17","0","Sunday"
"12540","Fraud","Other","No","No","14","8","Monday"
"12541","Assault","School/College","Yes","No","4","13","Tuesday"
"12542","Other","Street","Yes","No","9","23","Monday"
"12543","Other","Residential","No","No","14","18","Tuesday"
"12544","Battery","Residential","No","Yes","8","19","Tuesday"
"12545","Fraud","School/College","No","No","7","9","Tuesday"
"12546","Battery","Residential","Yes","No","22","16","Friday"
"12547","Theft","Business/Retail/Resturant","No","No","4","23","Tuesday"
"12548","Fraud","Medical/Hospital","No","No","2","11","Saturday"
"12549","Burglary","Residential","No","No","9","14","Monday"
"12550","Fraud","Residential","No","No","8","10","Tuesday"
"12551","Other","Vehicle/Boat","No","No","24","6","Monday"
"12552","Theft","Residential","No","Yes","15","2","Sunday"
"12553","Battery","Residential","Yes","Yes","24","12","Saturday"
"12554","Trespass","Residential","Yes","No","7","2","Tuesday"
"12555","Theft","Residential","No","No","4","8","Monday"
"12556","Battery","Residential","No","Yes","3","9","Sunday"
"12557","Drugs/Alcohol","Street","Yes","No","24","0","Wednesday"
"12558","Fraud","Residential","No","No","25","0","Friday"
"12559","Fraud","Street","No","No","15","16","Saturday"
"12560","Assault","Residential","No","No","8","17","Tuesday"
"12561","Fraud","Business/Retail/Resturant","No","No","2","12","Friday"
"12562","Assault","Business/Retail/Resturant","No","No","19","15","Tuesday"
"12563","Theft","Street","No","No","10","17","Friday"
"12564","Theft","Residential","No","No","17","16","Tuesday"
"12565","Battery","Residential","No","Yes","8","16","Monday"
"12566","Theft","Business/Retail/Resturant","No","No","1","19","Monday"
"12567","Fraud","Residential","No","No","16","17","Friday"
"12568","Assault","Street","No","No","7","21","Thursday"
"12569","Assault","Residential","No","No","10","23","Saturday"
"12570","Auto Theft","Street","No","No","11","7","Wednesday"
"12571","Battery","Residential","No","Yes","7","15","Sunday"
"12572","Theft","Street","No","No","1","18","Sunday"
"12573","Assault","School/College","Yes","No","2","13","Friday"
"12574","Battery","Residential","No","Yes","8","11","Saturday"
"12575","Theft","Business/Retail/Resturant","No","No","15","17","Monday"
"12576","Drugs/Alcohol","Public Transportation","Yes","No","7","15","Saturday"
"12577","Theft","Street","No","No","1","8","Wednesday"
"12578","Battery","Residential","No","No","5","0","Wednesday"
"12579","Fraud","Business/Retail/Resturant","No","No","1","19","Wednesday"
"12580","Theft","Street","No","No","4","1","Monday"
"12581","Fraud","Street","Yes","No","4","23","Tuesday"
"12582","Theft","Residential","No","Yes","11","8","Monday"
"12583","Battery","Residential","No","Yes","11","12","Tuesday"
"12584","Damage","Street","No","No","18","14","Saturday"
"12585","Fraud","Residential","No","No","12","9","Thursday"
"12586","Theft","Vehicle/Boat","No","No","16","15","Tuesday"
"12587","Robbery","Street","No","No","1","19","Thursday"
"12588","Weapons","Street","Yes","No","14","21","Tuesday"
"12589","Theft","Other","No","No","25","18","Tuesday"
"12590","Theft","Business/Retail/Resturant","No","No","1","12","Saturday"
"12591","Battery","Other","Yes","No","20","19","Sunday"
"12592","Theft","Business/Retail/Resturant","No","No","1","20","Wednesday"
"12593","Damage","Residential","No","No","2","14","Friday"
"12594","Theft","Residential","No","No","17","10","Thursday"
"12595","Sexual","School/College","No","Yes","1","23","Wednesday"
"12596","Damage","Residential","Yes","No","24","21","Friday"
"12597","Theft","Street","No","No","2","11","Friday"
"12598","Theft","Business/Retail/Resturant","No","No","1","20","Tuesday"
"12599","Damage","Street","No","No","11","2","Saturday"
"12600","Battery","Residential","Yes","Yes","4","0","Monday"
"12601","Assault","Public Transportation","Yes","No","1","18","Thursday"
"12602","Auto Theft","Street","No","No","11","17","Saturday"
"12603","Weapons","Street","Yes","No","7","19","Saturday"
"12604","Battery","Residential","No","No","8","1","Monday"
"12605","Other","Residential","No","No","24","14","Sunday"
"12606","Theft","Street","No","Yes","4","19","Wednesday"
"12607","Damage","Street","No","No","25","15","Thursday"
"12608","Auto Theft","Street","No","No","5","15","Tuesday"
"12609","Drugs/Alcohol","Street","Yes","No","6","9","Tuesday"
"12610","Theft","Street","No","No","14","4","Tuesday"
"12611","Assault","Residential","No","No","4","10","Wednesday"
"12612","Damage","Street","No","No","25","11","Sunday"
"12613","Theft","Street","No","No","7","20","Wednesday"
"12614","Theft","Street","No","No","18","18","Tuesday"
"12615","Damage","Residential","No","Yes","3","23","Tuesday"
"12616","Damage","Business/Retail/Resturant","No","No","5","0","Sunday"
"12617","Fraud","Street","Yes","No","10","18","Sunday"
"12618","Battery","Street","No","No","19","2","Monday"
"12619","Assault","Street","No","No","19","18","Monday"
"12620","Fraud","Residential","No","No","22","8","Wednesday"
"12621","Other","Government Building/Land","No","No","10","0","Thursday"
"12622","Theft","Business/Retail/Resturant","No","No","25","19","Wednesday"
"12623","Theft","Street","No","No","16","1","Saturday"
"12624","Robbery","Street","No","No","14","22","Sunday"
"12625","Theft","Business/Retail/Resturant","No","No","5","0","Friday"
"12626","Theft","Business/Retail/Resturant","No","No","2","7","Sunday"
"12627","Assault","Street","No","No","10","17","Sunday"
"12628","Battery","Street","No","Yes","7","14","Thursday"
"12629","Assault","Street","No","No","4","11","Sunday"
"12630","Damage","Street","No","No","11","18","Friday"
"12631","Drugs/Alcohol","Residential","Yes","No","4","9","Thursday"
"12632","Battery","Street","No","Yes","6","12","Tuesday"
"12633","Damage","Residential","No","No","4","17","Wednesday"
"12634","Theft","Street","No","No","18","19","Friday"
"12635","Other","Street","No","Yes","7","11","Tuesday"
"12636","Theft","Street","No","No","22","5","Monday"
"12637","Auto Theft","Street","Yes","No","1","19","Monday"
"12638","Robbery","Business/Retail/Resturant","Yes","No","25","14","Saturday"
"12639","Robbery","Street","No","No","4","18","Wednesday"
"12640","Theft","Street","No","No","18","23","Monday"
"12641","Theft","Business/Retail/Resturant","No","No","1","14","Tuesday"
"12642","Assault","Residential","No","No","18","17","Thursday"
"12643","Damage","Residential","No","Yes","2","7","Thursday"
"12644","Assault","Residential","No","Yes","5","13","Saturday"
"12645","Theft","Business/Retail/Resturant","No","No","18","13","Friday"
"12646","Drugs/Alcohol","Street","Yes","No","11","11","Friday"
"12647","Other","Other","No","No","3","11","Tuesday"
"12648","Assault","Residential","No","Yes","7","15","Sunday"
"12649","Assault","Business/Retail/Resturant","No","No","2","11","Tuesday"
"12650","Damage","Residential","No","No","7","8","Wednesday"
"12651","Assault","Airport","No","No","16","16","Monday"
"12652","Burglary","Residential","No","No","5","8","Friday"
"12653","Homicide","Residential","Yes","Yes","8","2","Monday"
"12654","Damage","Street","No","No","2","12","Saturday"
"12655","Theft","School/College","No","No","6","8","Friday"
"12656","Assault","Residential","No","Yes","25","22","Thursday"
"12657","Battery","Residential","No","Yes","8","14","Wednesday"
"12658","Battery","Street","Yes","No","20","16","Wednesday"
"12659","Battery","Other","Yes","No","19","8","Monday"
"12660","Battery","Residential","No","Yes","20","18","Monday"
"12661","Damage","Residential","No","No","4","9","Sunday"
"12662","Theft","Business/Retail/Resturant","No","No","18","12","Wednesday"
"12663","Sexual","Residential","No","No","22","1","Saturday"
"12664","Sexual","Street","No","No","11","4","Saturday"
"12665","Theft","Residential","No","Yes","11","16","Tuesday"
"12666","Other","Residential","No","No","11","19","Friday"
"12667","Damage","Street","No","No","22","16","Sunday"
"12668","Auto Theft","Street","No","No","22","23","Thursday"
"12669","Robbery","Street","No","No","11","20","Friday"
"12670","Assault","Street","No","No","1","17","Sunday"
"12671","Burglary","Residential","No","No","15","13","Thursday"
"12672","Theft","Business/Retail/Resturant","No","No","22","21","Thursday"
"12673","Theft","Vehicle/Boat","No","No","3","4","Wednesday"
"12674","Battery","Residential","No","Yes","18","21","Monday"
"12675","Weapons","Residential","Yes","No","18","12","Friday"
"12676","Battery","Street","No","Yes","8","10","Thursday"
"12677","Battery","Street","No","No","2","21","Saturday"
"12678","Other","Residential","No","No","18","9","Wednesday"
"12679","Fraud","Residential","No","No","17","13","Monday"
"12680","Fraud","Residential","No","No","24","11","Friday"
"12681","Battery","Business/Retail/Resturant","No","No","19","11","Monday"
"12682","Disturbing the Peace","Government Building/Land","No","No","19","0","Wednesday"
"12683","Theft","Other","No","No","18","8","Wednesday"
"12684","Weapons","Street","Yes","No","8","21","Sunday"
"12685","Theft","Street","No","No","6","20","Monday"
"12686","Fraud","Residential","No","No","12","17","Wednesday"
"12687","Burglary","Business/Retail/Resturant","No","No","3","3","Monday"
"12688","Battery","Street","No","No","5","13","Sunday"
"12689","Other","Street","No","No","3","17","Saturday"
"12690","Battery","Residential","No","No","10","1","Sunday"
"12691","Drugs/Alcohol","Residential","Yes","No","19","18","Wednesday"
"12692","Damage","Street","No","No","8","9","Tuesday"
"12693","Damage","Other","No","No","14","5","Sunday"
"12694","Theft","Residential","No","No","2","14","Monday"
"12695","Robbery","Street","No","No","9","2","Tuesday"
"12696","Drugs/Alcohol","Street","Yes","No","9","12","Thursday"
"12697","Battery","Business/Retail/Resturant","No","No","22","15","Sunday"
"12698","Damage","Residential","No","No","6","9","Monday"
"12699","Theft","Street","No","No","9","19","Friday"
"12700","Other","Street","Yes","No","5","13","Monday"
"12701","Battery","Medical/Hospital","No","No","24","20","Tuesday"
"12702","Theft","Business/Retail/Resturant","No","No","14","13","Tuesday"
"12703","Battery","Street","No","No","12","10","Friday"
"12704","Weapons","Street","No","No","12","19","Friday"
"12705","Assault","Business/Retail/Resturant","Yes","No","8","9","Saturday"
"12706","Battery","Residential","Yes","Yes","6","22","Wednesday"
"12707","Battery","Street","No","No","12","12","Friday"
"12708","Damage","Business/Retail/Resturant","No","No","24","0","Thursday"
"12709","Theft","Street","No","No","18","18","Thursday"
"12710","Theft","Street","Yes","No","22","2","Wednesday"
"12711","Burglary","Residential","No","No","15","10","Monday"
"12712","Theft","Business/Retail/Resturant","No","No","17","16","Sunday"
"12713","Robbery","Residential","No","No","15","19","Monday"
"12714","Robbery","Street","No","No","8","0","Friday"
"12715","Drugs/Alcohol","Street","Yes","No","22","15","Friday"
"12716","Assault","Street","No","No","25","13","Sunday"
"12717","Battery","Street","No","Yes","6","14","Thursday"
"12718","Drugs/Alcohol","Street","Yes","No","11","10","Thursday"
"12719","Theft","Public Transportation","No","No","24","4","Sunday"
"12720","Assault","Business/Retail/Resturant","No","No","2","12","Monday"
"12721","Theft","Business/Retail/Resturant","No","No","25","5","Sunday"
"12722","Assault","Business/Retail/Resturant","No","No","5","8","Thursday"
"12723","Theft","Residential","No","Yes","11","23","Thursday"
"12724","Sexual","Residential","No","No","22","7","Tuesday"
"12725","Drugs/Alcohol","Street","Yes","No","11","21","Friday"
"12726","Drugs/Alcohol","Street","Yes","No","7","11","Friday"
"12727","Theft","Residential","No","No","24","9","Tuesday"
"12728","Weapons","Street","Yes","No","2","20","Tuesday"
"12729","Fraud","Other","No","No","2","15","Monday"
"12730","Drugs/Alcohol","Street","Yes","No","11","10","Friday"
"12731","Battery","Residential","No","No","6","19","Sunday"
"12732","Burglary","Residential","No","No","3","9","Wednesday"
"12733","Fraud","Residential","No","No","16","16","Sunday"
"12734","Drugs/Alcohol","Street","Yes","No","11","10","Saturday"
"12735","Drugs/Alcohol","Street","Yes","No","12","12","Tuesday"
"12736","Damage","Street","No","No","7","3","Tuesday"
"12737","Damage","Residential","No","No","6","15","Tuesday"
"12738","Sexual","Street","No","No","17","20","Tuesday"
"12739","Battery","Street","No","Yes","2","19","Tuesday"
"12740","Battery","Residential","No","No","12","0","Wednesday"
"12741","Theft","Street","No","No","8","10","Sunday"
"12742","Sexual","Street","Yes","No","11","18","Friday"
"12743","Theft","Residential","No","No","11","12","Tuesday"
"12744","Battery","Street","No","Yes","9","16","Tuesday"
"12745","Assault","School/College","No","No","8","15","Friday"
"12746","Assault","Residential","No","No","15","20","Thursday"
"12747","Theft","Business/Retail/Resturant","No","No","6","0","Saturday"
"12748","Battery","Residential","No","Yes","7","14","Tuesday"
"12749","Battery","Residential","No","Yes","11","22","Thursday"
"12750","Burglary","Residential","Yes","No","24","10","Thursday"
"12751","Disturbing the Peace","Street","Yes","No","8","11","Tuesday"
"12752","Burglary","Residential","No","No","9","9","Friday"
"12753","Other","Street","Yes","No","22","14","Wednesday"
"12754","Auto Theft","Street","No","No","7","21","Friday"
"12755","Theft","Business/Retail/Resturant","No","No","18","12","Wednesday"
"12756","Theft","Business/Retail/Resturant","No","No","24","9","Thursday"
"12757","Trespass","School/College","Yes","No","22","12","Monday"
"12758","Auto Theft","Residential","No","No","25","15","Sunday"
"12759","Battery","Residential","Yes","Yes","14","21","Wednesday"
"12760","Fraud","Business/Retail/Resturant","No","No","1","12","Thursday"
"12761","Battery","Street","No","No","10","1","Saturday"
"12762","Weapons","Public Transportation","Yes","No","6","21","Thursday"
"12763","Other","Residential","No","Yes","15","9","Wednesday"
"12764","Battery","Business/Retail/Resturant","Yes","No","6","8","Saturday"
"12765","Theft","Street","No","No","8","23","Wednesday"
"12766","Other","Street","Yes","No","14","17","Sunday"
"12767","Theft","Government Building/Land","No","No","3","15","Wednesday"
"12768","Battery","Residential","No","Yes","19","4","Saturday"
"12769","Battery","Residential","Yes","Yes","6","3","Thursday"
"12770","Robbery","Street","No","No","1","12","Friday"
"12771","Drugs/Alcohol","Street","Yes","No","11","14","Saturday"
"12772","Battery","Street","Yes","No","25","14","Thursday"
"12773","Other","Residential","No","Yes","4","9","Saturday"
"12774","Fraud","Residential","No","No","15","0","Sunday"
"12775","Battery","Street","No","Yes","15","23","Friday"
"12776","Theft","Street","No","No","6","23","Wednesday"
"12777","Theft","Business/Retail/Resturant","No","No","16","2","Tuesday"
"12778","Theft","Business/Retail/Resturant","No","No","8","12","Friday"
"12779","Disturbing the Peace","Street","Yes","No","15","19","Thursday"
"12780","Battery","Street","Yes","No","10","1","Tuesday"
"12781","Drugs/Alcohol","Street","Yes","No","6","23","Saturday"
"12782","Fraud","Business/Retail/Resturant","No","No","1","14","Sunday"
"12783","Theft","Business/Retail/Resturant","No","No","6","10","Tuesday"
"12784","Trespass","School/College","Yes","No","8","15","Monday"
"12785","Burglary","Residential","No","No","2","8","Thursday"
"12786","Battery","Residential","No","No","15","11","Friday"
"12787","Other","Business/Retail/Resturant","No","Yes","18","22","Wednesday"
"12788","Auto Theft","Street","No","No","22","17","Saturday"
"12789","Theft","Street","No","No","17","18","Tuesday"
"12790","Drugs/Alcohol","Government Building/Land","Yes","No","1","9","Tuesday"
"12791","Homicide","Street","Yes","No","2","5","Saturday"
"12792","Theft","Street","No","No","19","22","Sunday"
"12793","Assault","Street","No","Yes","15","13","Tuesday"
"12794","Battery","Public Transportation","No","No","10","1","Tuesday"
"12795","Theft","Business/Retail/Resturant","No","No","4","12","Tuesday"
"12796","Damage","Street","No","No","10","9","Saturday"
"12797","Assault","Business/Retail/Resturant","No","No","25","15","Monday"
"12798","Theft","Residential","No","Yes","10","14","Saturday"
"12799","Other","Residential","Yes","No","7","11","Saturday"
"12800","Theft","Business/Retail/Resturant","Yes","No","1","14","Saturday"
"12801","Battery","Street","No","No","7","11","Wednesday"
"12802","Theft","Residential","No","No","14","10","Friday"
"12803","Theft","Street","No","No","19","20","Tuesday"
"12804","Damage","Street","No","Yes","9","23","Thursday"
"12805","Other","Street","No","No","15","9","Saturday"
"12806","Other","Street","No","No","5","10","Thursday"
"12807","Theft","School/College","No","No","12","13","Wednesday"
"12808","Battery","Street","No","No","5","20","Wednesday"
"12809","Robbery","Public Transportation","No","No","6","16","Sunday"
"12810","Other","Residential","Yes","No","3","18","Friday"
"12811","Drugs/Alcohol","Business/Retail/Resturant","Yes","No","18","0","Friday"
"12812","Auto Theft","Street","No","No","8","13","Saturday"
"12813","Theft","Street","No","No","18","12","Tuesday"
"12814","Other","Street","Yes","No","18","1","Tuesday"
"12815","Theft","Street","No","No","12","8","Tuesday"
"12816","Auto Theft","Street","No","No","2","23","Saturday"
"12817","Battery","Residential","Yes","No","19","18","Friday"
"12818","Weapons","Street","Yes","No","7","13","Thursday"
"12819","Fraud","Other","No","No","9","11","Friday"
"12820","Assault","Street","No","No","9","2","Saturday"
"12821","Damage","Public Transportation","No","No","5","17","Sunday"
"12822","Theft","Business/Retail/Resturant","Yes","No","9","18","Tuesday"
"12823","Theft","Business/Retail/Resturant","No","No","14","0","Sunday"
"12824","Damage","Residential","Yes","No","10","14","Saturday"
"12825","Battery","Residential","Yes","Yes","17","11","Monday"
"12826","Burglary","Residential","No","No","6","4","Sunday"
"12827","Burglary","Residential","No","No","11","15","Wednesday"
"12828","Assault","Business/Retail/Resturant","No","No","11","10","Friday"
"12829","Damage","Street","No","No","8","4","Sunday"
"12830","Battery","Street","No","No","10","18","Tuesday"
"12831","Damage","Residential","No","No","14","18","Sunday"
"12832","Drugs/Alcohol","Street","Yes","No","7","13","Monday"
"12833","Damage","Residential","No","No","10","8","Sunday"
"12834","Burglary","Residential","No","No","2","9","Wednesday"
"12835","Assault","Street","No","Yes","3","11","Sunday"
"12836","Assault","Residential","No","Yes","10","15","Sunday"
"12837","Theft","Residential","No","Yes","4","14","Saturday"
